qid,source,year,round,number,subject,question,option1,option2,option3,option4,option5,answer_no,answer_option,explanation
2024-R1-Q90,2024-R1,2024,1,90,유통정보,유통업체에서 마케팅을 위해 활용하고 있는 증강현실 (augmented reality) 기술에 대한 설명으로 가장 옳지 않은 것은?,① 증강현실 기술은 실제로 존재하는 물리적인 장면에 컴퓨터에 의하여 생성된 가상 장면을 겹쳐 보이게 하는 기술이다.,"② 증강현실 기술은 사용자가 현실 세계를 인식하도록 지원하며, 가상 요소와 현실 요소 사이에서의 실시간 상호작용을 가능하게 해준다.",③ 증강현실 기술은 현실 세계의 기반 위에 가상의 사물을 합성하는 방식이기 때문에 사용자가 여전히 현실 세계를 인식할 수 있다.,④ 증강현실 기술은 현실에는 존재하지 않는 속성을 가상 현실 기술을 통해 현실 세계에 내재시킴으로써 현실 세계에서는 얻기 어려운 부가적인 정보를 보강하여 제공할 수 있다.,⑤ 증강현실 기술은 이용자의 특정한 요구에 따라 새로운 콘텐츠와 아이디어를 결과로 생성해 내는 인공지능 기술을 지칭한다. - 수고하셨습니다. 수험생 여러분의 좋은 결과를 기원합니다. - 12 -,5,⑤ 증강현실 기술은 이용자의 특정한 요구에 따라 새로운 콘텐츠와 아이디어를 결과로 생성해 내는 인공지능 기술을 지칭한다. - 수고하셨습니다. 수험생 여러분의 좋은 결과를 기원합니다. - 12 -,2024-R1 A형 가답안 기준
2024-R2-Q1,2024-R2,2024,2,1,유통물류일반,아래 글상자 괄호 안에 알맞은 유통기관이 창출하는 가치를 순서대로 바르게 나열한 것은? - 사과를 산지로 직접 가서 구매하는 것이 아니라 집근처 편의점에서 구매하였다면 ( ㉠ )와 관련이 있다. - 1인 가구인 A씨가 묶음이 아닌 낱개로 라면을 구매하였 다면 ( ㉡ )와 관련이 있다.,"① ㉠ 탐색의 가치, ㉡ 거래횟수의 감소","② ㉠ 형태의 가치, ㉡ 탐색의 가치","③ ㉠ 장소의 가치, ㉡ 형태의 가치","④ ㉠ 형태의 가치, ㉡ 거래횟수의 감소","⑤ ㉠ 장소의 가치, ㉡ 탐색의 가치",3,"③ ㉠ 장소의 가치, ㉡ 형태의 가치",2024-R2 A형 가답안 기준
2024-R2-Q2,2024-R2,2024,2,2,유통물류일반,아래 글상자의 괄호 안에 들어갈 유통의 기능으로 가장 옳은 것은? ( )은 유통경로 상에서 수행되는 유통의 기능 중 거래 및 물적 유통이 원활히 이루어지도록 보조하는 것으로 상품을 품질수준에 따라 분류하거나 규격화함으로써 거래 및 물류가 원활히 되도록 하는 기능이다.,① 운송기능,② 보관기능,③ 표준화기능,④ 정보제공기능,⑤ 위험부담기능,3,③ 표준화기능,2024-R2 A형 가답안 기준
2024-R2-Q3,2024-R2,2024,2,3,유통물류일반,"아래 글상자에서 제조업자를 위한 도매상의 기능 설명으로 옳은 것을 모두 고르면? ㉠ 시장확대 기능: 제조업자는 합리적인 비용으로 필요한 시장의 커버리지를 유지하기 위해 도매상에게 의존한다. ㉡ 재고유지 기능: 도매상들은 제조업자의 재무부담과 막대한 재고보유에 따른 위험을 감소시켜 준다. ㉢ 주문처리 기능: 다수의 제조업자들의 제품을 구비한 도매상들이 많은 소매상들의 소량주문을 보다 효율적 으로 처리한다. ㉣ 시장정보제공 기능: 고객들의 제품이나 서비스에 대한 욕구를 쉽게 파악하여 제조업자에게 정보를 제공한다. ㉤ 고객서비스 대행 기능: 제조업자를 대신해 소매상들에게 제품의 교환, 반환, 설치, 보수, 기술적 조언 등의 제공을 통해 생산성을 향상시킨다.",① ㉠,"② ㉠, ㉡","③ ㉠, ㉡, ㉢","④ ㉠, ㉡, ㉢, ㉣","⑤ ㉠, ㉡, ㉢, ㉣, ㉤ 2급 A형 - 2",5,"⑤ ㉠, ㉡, ㉢, ㉣, ㉤ 2급 A형 - 2",2024-R2 A형 가답안 기준
2024-R2-Q4,2024-R2,2024,2,4,유통물류일반,아래 글상자 괄호 안에 알맞은 상품군별 유통기구를 순서 대로 바르게 나열한 것은? - ( ㉠ )은 대규모 생산과 소규모 소비를 하는 일반적인 소비용품인 공산품에 적합한 상품군별 유통기구이다. - ( ㉡ )은 최종소비용 농산물 및 수산물과 같은 소규모 생산과 소규모 소비에 적합한 유통기구이다.,"① ㉠ 분산형, ㉡ 수집ㆍ중개ㆍ분산형","② ㉠ 수집ㆍ중개ㆍ분산형, ㉡ 중개형","③ ㉠ 중개형, ㉡ 수집형","④ ㉠ 수집형, ㉡ 분산형","⑤ ㉠ 분산형, ㉡ 수집형",1,"① ㉠ 분산형, ㉡ 수집ㆍ중개ㆍ분산형",2024-R2 A형 가답안 기준
2024-R2-Q5,2024-R2,2024,2,5,유통물류일반,유통업이 산업전반에 가져오는 경제적 역할에 대한 설명 으로 옳지 않은 것은?,① 다양한 소비자의 욕구를 충족시켜줄 수 있는 소비 문화를 발전시킨다.,② 유통구조의 효율화를 통한 가격안정에 기여한다.,③ 다양한 유통업을 통해 고용창출 효과를 가져온다.,④ 생산자와 소비자를 연결시켜 주는 역할을 한다.,⑤ 제조업 전체의 경쟁력을 제고시키는 산업발전을 도모 한다.,1,① 다양한 소비자의 욕구를 충족시켜줄 수 있는 소비 문화를 발전시킨다.,2024-R2 A형 가답안 기준
2024-R2-Q6,2024-R2,2024,2,6,유통물류일반,유통업태의 발전에 관한 이론으로 옳은 것은?,① 아코디언이론이 초점을 두고 있는 부분은 가격과 마진 이다.,② 소매차륜이론은 상품믹스에만 초점을 맞추어 설명하는 한계가 있다.,"③ 소매수명주기이론은 한 소매기관이 등장해서 사라지는 과정을 진입단계, 발전단계, 쇠퇴단계로 설명한다.",④ 진공지대이론은 소비자는 점포가 제공하는 서비스의 수준과 상품의 가격에 영향을 받는다고 설명한다.,⑤ 변증법적이론은 장점을 가진 새로운 경쟁자가 출현하는 경우 기존의 소매업태는 완전히 모방하는 전략을 취한 다고 설명한다.,4,④ 진공지대이론은 소비자는 점포가 제공하는 서비스의 수준과 상품의 가격에 영향을 받는다고 설명한다.,2024-R2 A형 가답안 기준
2024-R2-Q7,2024-R2,2024,2,7,유통물류일반,"아래 글상자 내용 중 변혁적 리더십과 관련된 내용으로만 나열한 것을 모두 고르면? ㉠ 비전 제시, 자존감 고취 ㉡ 안정지향적 ㉢ 규정ㆍ법규를 강조하고 일탈 행위를 감시 ㉣ 개인에 대한 관심과 조언을 제공 ㉤ 리더와 멤버는 공동의 목표를 추구","① ㉠, ㉡, ㉢","② ㉠, ㉢, ㉣","③ ㉠, ㉣, ㉤","④ ㉡, ㉢, ㉣","⑤ ㉡, ㉢, ㉣, ㉤ 2 -",3,"③ ㉠, ㉣, ㉤",2024-R2 A형 가답안 기준
2024-R2-Q8,2024-R2,2024,2,8,유통물류일반,풀(Pull) 요인 관련 유통기업들이 글로벌 신규시장으로 진입할 때의 위협요인으로 옳지 않은 것은?,① 통화의 차이가 발생한다.,② 해외정부의 제약조건이 있다.,③ 문화적 차이는 존재하지 않는다.,④ 후진국 진출 시 유통시스템과 기술이 부재하다.,⑤ 경영방식의 차이로 위협요인이 해외에서 수용이 어려울 수도 있다.,3,③ 문화적 차이는 존재하지 않는다.,2024-R2 A형 가답안 기준
2024-R2-Q9,2024-R2,2024,2,9,유통물류일반,유통산업 구조변화 요인 중 하나인 유통정보시스템 설명 으로 옳지 않은 것은?,① 협의의 POS 시스템은 판매시점에서 어떤 상품이 얼마나 판매되었는지 판매정보를 파악 및 관리하는 시스템을 말한다.,"② 광의의 POS 시스템은 판매정보 뿐만 아니라 발주, 재고, 배송, 매입 등 소매점포 안에서 발생하는 모든 정보를 관리하는 시스템을 말한다.",③ 전자데이터교환은 기업 간에 주문을 하거나 대금청구 또는 결재 등의 다양한 업무를 처리할 때 컴퓨터로 처리할 수 있도록 구조화되어 있다.,"④ 데이터마이닝은 데이터베이스나 데이터웨어하우스로부터 고객의 연관성, 구매패턴, 성향 등 유용한 정보들을 추출하는 역할을 한다.",⑤ ERP는 표준화된 양식으로 전자문서교환을 통해 서로 간 처리할 데이터를 교환하는 시스템을 말한다.,5,⑤ ERP는 표준화된 양식으로 전자문서교환을 통해 서로 간 처리할 데이터를 교환하는 시스템을 말한다.,2024-R2 A형 가답안 기준
2024-R2-Q10,2024-R2,2024,2,10,유통물류일반,유통산업 구조변화 요인과 관련된 소비자 욕구 및 행태적 변화 설명으로 옳지 않은 것은?,① 소비자의 생활수준이 올라감에 따라 소비자의 구매 패턴이 삶의 질을 중요시하고 우선시하는 방향으로 변화되었다.,② 소비자의 욕구에도 점차 다양성과 개성이 나타나게 되었다.,③ 외환위기를 거치게 되면서 낮은 가격이면서 질 좋은 제품을 추구하는 합리적인 가치중심 소비행태가 확산 되었다.,④ 합리적인 가치중심 소비형태가 확산되면서 가격이 상대 적으로 저렴한 인터넷쇼핑이 각광을 받게 되었다.,⑤ 소비자가 고가의 제품을 구매하는 경향이 나타나면서 고급 소비시장이 만들어졌지만 소비시장의 양극화 현상은 발생되지 않았다.,5,⑤ 소비자가 고가의 제품을 구매하는 경향이 나타나면서 고급 소비시장이 만들어졌지만 소비시장의 양극화 현상은 발생되지 않았다.,2024-R2 A형 가답안 기준
2024-R2-Q11,2024-R2,2024,2,11,유통물류일반,조직의 집권화와 분권화를 결정하는 요소 중 분권화가 유리하게 되기 위한 조건으로 옳지 않은 것은?,① 의사결정의 중요성이 낮은 경우 분권화가 유리하다.,"② 업무의 특성이 정적이고, 유동성의 정도가 낮은 경우 분권화가 유리하다.",③ 조직의 규모가 클 경우 분권화가 유리하다.,④ 소유와 경영이 분리된 기업일 경우 분권화가 유리하다.,⑤ 일관성의 필요가 낮은 경우 분권화가 유리하다. 2급 A형 - 3,2,"② 업무의 특성이 정적이고, 유동성의 정도가 낮은 경우 분권화가 유리하다.",2024-R2 A형 가답안 기준
2024-R2-Q12,2024-R2,2024,2,12,유통물류일반,"아래 글상자에서 설명하는 내용으로 옳은 것은? 인터넷, 모바일, 오프라인 매장 등 여러 채널의 결합을 통해 고객의 편의와 기업의 실적을 극대화시키는 유통방식을 말한다.",① POS,② EDI,③ RFID,④ Omni Channel,⑤ SSU,4,④ Omni Channel,2024-R2 A형 가답안 기준
2024-R2-Q13,2024-R2,2024,2,13,유통물류일반,아래 글상자에서 거래비용이론상 거래비용이 높아지는 경우만을 모두 고른 것은? ㉠ 거래자의 수가 적은 경우 ㉡ 거래 당사자 간 정보대칭성이 높은 경우 ㉢ 거래환경의 불확실성이 높은 경우 ㉣ 거래특유자산이 많고 수요변동이 큰 경우 ㉤ 수직적 계열화가 일어난 경우,"① ㉡, ㉣","② ㉣, ㉤","③ ㉠, ㉢, ㉣","④ ㉡, ㉢, ㉣","⑤ ㉠, ㉡, ㉢, ㉣, ㉤",3,"③ ㉠, ㉢, ㉣",2024-R2 A형 가답안 기준
2024-R2-Q14,2024-R2,2024,2,14,유통물류일반,"아래 글상자에서 공통적으로 설명하는 용어로 가장 옳은 것은? - 조직 내 개인성과의 타당성을 평가할 수 있는 일정한 양식의 관리시스템이다. - 승진, 추가훈련, 해고 등의 다양한 인사 결정의 기준이 된다. - 고용 결정의 정당성 및 인사 결정의 법률적 당위성을 제공한다.",① 성과평가,② 직원보상,③ 교육훈련,④ 고용테스트,⑤ 연공서열,1,① 성과평가,2024-R2 A형 가답안 기준
2024-R2-Q15,2024-R2,2024,2,15,유통물류일반,전통적 품질관리와 대조되는 식스시그마의 특징으로 가장 옳지 않은 것은?,① 고객만족을 목표로 한다.,② 측정지표로 불량률을 사용한다.,③ 전사적 업무프로세스의 전체 최적화를 적용범위로 삼는다.,④ 외부로 표출된 문제 뿐만 아니라 잠재적 문제까지 중요시한다.,⑤ DMAIC의 실행절차를 활용한다. 3 -,2,② 측정지표로 불량률을 사용한다.,2024-R2 A형 가답안 기준
2024-R2-Q16,2024-R2,2024,2,16,유통물류일반,재무통제를 유효하게 하기 위한 필요 조건으로 옳지 않은 것은?,① 책임의 소재가 명확할 것,② 시정조치를 유효하게 행할 것,③ 업적의 측정이 정확하게 행해질 것,④ 업적평가에는 적절한 기준을 선택할 것,⑤ 계획목표가 관련자 일부에 의해 지지되고 있을 것,5,⑤ 계획목표가 관련자 일부에 의해 지지되고 있을 것,2024-R2 A형 가답안 기준
2024-R2-Q17,2024-R2,2024,2,17,유통물류일반,아래 글상자에서 제 원가 요소를 부과하거나 배부해서 산출하는 원가가산기준법(cost plus basis method)의 계산구조 설명으로 옳은 것을 모두 고르면? ㉠ 직접재료비+직접노무비+직접경비=직접원가 ㉡ 직접원가+제조간접비=제조원가 ㉢ 제조원가+판매간접비 및 일반관리비=총원가 ㉣ 총원가+희망(예정)이익=판매가격,① ㉠,"② ㉠, ㉡","③ ㉡, ㉢","④ ㉠, ㉡, ㉢","⑤ ㉠, ㉡, ㉢, ㉣",5,"⑤ ㉠, ㉡, ㉢, ㉣",2024-R2 A형 가답안 기준
2024-R2-Q18,2024-R2,2024,2,18,유통물류일반,물류합리화를 위한 표준화의 대상에 대한 설명으로 옳지 않은 것은?,"① 트럭이나 컨테이너, 철도 같은 운송표준화","② 창고나 랙, 팔레트 같은 보관표준화","③ 하역설비인 컨베이어, 지게차 같은 관리표준화",④ 포장 치수와 같은 포장표준화,"⑤ EDI, POS와 같은 정보표준화",3,"③ 하역설비인 컨베이어, 지게차 같은 관리표준화",2024-R2 A형 가답안 기준
2024-R2-Q19,2024-R2,2024,2,19,유통물류일반,"아래 글상자의 사례에 해당되는 물류활동으로 가장 옳은 것은? A사는 배송 시 사용했던 포장재나 포장용기를 재활용하기 위해서 수거한다. 즉 과거에는 배송 후 공차(空車)로 복귀 했다면 지금은 포장재, 포장용기를 채워서 복귀한다.",① 폐기물류,② 회수물류,③ 사내물류,④ 판매물류,⑤ 반품물류,2,② 회수물류,2024-R2 A형 가답안 기준
2024-R2-Q20,2024-R2,2024,2,20,유통물류일반,아래 글상자의 기업 윤리와 관련된 내용 중에서 CEO가 사원에 대해 주의해야 하는 것만을 바르게 나열한 것은? ㉠ 사원차별대우 ㉡ 위험한 노동의 강요 ㉢ 부당한 인재 스카우트 ㉣ 기술 노하우 절도 ㉤ 자금횡령 ㉥ 부당한 배당,"① ㉠, ㉡","② ㉢, ㉣","③ ㉤, ㉥","④ ㉠, ㉡, ㉢","⑤ ㉠, ㉡, ㉢, ㉤, ㉥ 2급 A형 - 4",1,"① ㉠, ㉡",2024-R2 A형 가답안 기준
